order_id,order_date,first_name,last_name
202,2023-04-04,Ana,Romero
849,2023-09-18,Ana,Romero
16,2024-04-10,Daniel,Mendoza
17,2024-06-20,Valeria,Flores
246,2023-02-07,Valeria,Flores
923,2024-07-03,Valeria,Flores
1009,2025-07-04,Valeria,Flores
1083,2024-02-23,Valeria,Flores
18,2023-05-18,Jorge,Mendoza
19,2023-10-07,Elena,Castro
20,2023-12-05,Elena,Castro
49,2023-03-05,Elena,Castro
312,2024-08-09,Elena,Castro
397,2023-09-04,Elena,Castro
635,2024-02-29,Elena,Castro
21,2024-10-25,Jorge,Mendoza
220,2023-04-20,Jorge,Mendoza
288,2024-09-24,Jorge,Mendoza
310,2024-08-02,Jorge,Mendoza
347,2024-10-12,Jorge,Mendoza
729,2023-05-27,Jorge,Mendoza
1137,2024-11-28,Jorge,Mendoza
1169,2023-05-04,Jorge,Mendoza
23,2023-10-30,María,Salazar
24,2023-07-17,María,Guzmán
75,2023-01-24,María,Guzmán
623,2024-04-04,María,Guzmán
958,2025-02-02,María,Guzmán
1136,2023-12-14,María,Guzmán
25,2024-10-16,Carlos,Rojas
700,2025-04-01,Carlos,Rojas
1158,2024-07-08,Carlos,Rojas
26,2024-03-13,Daniel,Guzmán
1072,2023-01-02,Daniel,Guzmán
27,2024-02-15,Andrés,Rojas
515,2023-10-14,Andrés,Rojas
630,2024-02-02,Andrés,Rojas
962,2023-10-16,Andrés,Rojas
28,2023-05-24,Sofía,Torres
275,2023-07-10,Sofía,Torres
606,2024-01-15,Sofía,Torres
1176,2024-05-25,Sofía,Torres
30,2023-08-30,Valeria,Salazar
303,2024-07-29,Valeria,Salazar
374,2023-04-02,Valeria,Salazar
641,2024-11-01,Valeria,Salazar
739,2023-01-05,Valeria,Salazar
746,2024-05-30,Valeria,Salazar
866,2024-03-04,Valeria,Salazar
1109,2024-02-15,Valeria,Salazar
31,2023-12-04,Ana,Huamán
529,2024-06-30,Ana,Huamán
32,2024-08-09,Ana,Mendoza
139,2024-10-19,Ana,Mendoza
783,2023-04-14,Ana,Mendoza
1061,2024-12-03,Ana,Mendoza
33,2024-01-04,Jorge,Castro
166,2025-05-28,Jorge,Castro
34,2024-11-14,Daniel,Vargas
610,2023-06-04,Daniel,Vargas
35,2023-06-13,Daniel,García
203,2024-03-31,Daniel,García
464,2023-04-17,Daniel,García
484,2024-04-19,Daniel,García
603,2025-03-14,Daniel,García
1096,2024-08-14,Daniel,García
36,2025-08-03,Ana,Huamán
620,2024-08-07,Ana,Huamán
1015,2023-01-11,Ana,Huamán
37,2025-02-27,Ana,Flores
279,2023-08-08,Ana,Flores
548,2025-07-28,Ana,Flores
811,2025-06-08,Ana,Flores
905,2024-12-27,Ana,Flores
1028,2024-06-17,Ana,Flores
1123,2023-03-12,Ana,Flores
38,2024-10-16,Lucía,Sánchez
120,2025-02-03,Lucía,Sánchez
428,2025-02-28,Lucía,Sánchez
1070,2023-04-06,Lucía,Sánchez
39,2024-01-12,Sofía,Huamán
134,2023-06-06,Sofía,Huamán
785,2023-09-28,Sofía,Huamán
891,2023-07-28,Sofía,Huamán
40,2023-05-17,Diego,Rojas
921,2023-07-08,Diego,Rojas
41,2025-02-04,Camila,Rojas
839,2023-12-06,Camila,Rojas
1062,2024-09-02,Camila,Rojas
42,2024-03-01,Camila,Rojas
258,2024-02-05,Camila,Rojas
293,2024-12-11,Camila,Rojas
937,2024-06-10,Camila,Rojas
43,2024-04-27,Ana,Flores
152,2024-05-09,Ana,Flores
44,2024-11-11,Lucía,Vargas
476,2024-02-07,Lucía,Vargas
518,2024-07-10,Lucía,Vargas
546,2025-05-14,Lucía,Vargas
683,2023-01-09,Lucía,Vargas
788,2024-11-24,Lucía,Vargas
803,2024-08-05,Lucía,Vargas
1102,2024-07-17,Lucía,Vargas
45,2023-09-11,Pedro,García
138,2025-04-21,Pedro,García
736,2025-03-09,Pedro,García
46,2025-06-13,Elena,Castro
1111,2023-02-28,Elena,Castro
47,2024-04-02,Sofía,Huamán
48,2023-03-21,Elena,Romero
50,2024-06-01,Miguel,Huamán
619,2025-05-24,Miguel,Huamán
51,2023-06-03,Jorge,Guzmán
248,2024-08-31,Jorge,Guzmán
616,2024-12-04,Jorge,Guzmán
52,2024-06-16,Diego,Flores
493,2024-04-08,Diego,Flores
676,2024-08-08,Diego,Flores
726,2023-06-04,Diego,Flores
1098,2025-06-03,Diego,Flores
53,2023-07-30,Carlos,Huamán
196,2024-08-22,Carlos,Huamán
1092,2024-02-11,Carlos,Huamán
54,2023-04-04,Jorge,Flores
306,2023-06-21,Jorge,Flores
604,2025-07-05,Jorge,Flores
752,2024-01-03,Jorge,Flores
55,2025-04-08,Elena,Guzmán
85,2024-09-04,Elena,Guzmán
511,2025-06-23,Elena,Guzmán
572,2023-01-12,Elena,Guzmán
938,2024-05-13,Elena,Guzmán
56,2024-06-09,Valeria,Castro
373,2024-05-04,Valeria,Castro
400,2024-02-01,Valeria,Castro
682,2024-10-24,Valeria,Castro
57,2023-03-01,Diego,Mendoza
183,2023-09-04,Diego,Mendoza
538,2023-07-12,Diego,Mendoza
638,2025-03-09,Diego,Mendoza
1135,2024-05-10,Diego,Mendoza
58,2025-04-06,María,Huamán
113,2024-09-11,María,Huamán
289,2024-12-23,María,Huamán
291,2023-05-18,María,Huamán
447,2025-07-12,María,Huamán
877,2023-05-16,María,Huamán
956,2023-05-02,María,Huamán
59,2024-02-10,Carlos,Torres
756,2024-08-26,Carlos,Torres
60,2025-02-02,Andrés,Castro
345,2025-06-08,Andrés,Castro
598,2024-03-13,Andrés,Castro
61,2023-02-16,Camila,Vargas
582,2025-03-29,Camila,Vargas
62,2023-03-07,Camila,Rojas
469,2025-07-06,Camila,Rojas
769,2023-05-21,Camila,Rojas
871,2025-06-26,Camila,Rojas
959,2025-05-18,Camila,Rojas
1100,2023-06-15,Camila,Rojas
63,2025-07-04,Pedro,García
327,2024-08-06,Pedro,García
466,2023-05-26,Pedro,García
547,2023-01-23,Pedro,García
65,2023-07-04,Carlos,Sánchez
1088,2024-01-06,Carlos,Sánchez
66,2024-10-18,Diego,Romero
311,2024-05-22,Diego,Romero
408,2024-03-01,Diego,Romero
812,2025-01-31,Diego,Romero
1081,2023-08-27,Diego,Romero
68,2024-01-27,Pedro,Mendoza
69,2025-07-17,Andrés,Salazar
530,2025-01-24,Andrés,Salazar
1026,2024-04-10,Andrés,Salazar
70,2024-11-30,Diego,Castro
602,2024-04-29,Diego,Castro
71,2024-07-06,Carlos,Guzmán
114,2023-03-16,Carlos,Guzmán
427,2023-10-03,Carlos,Guzmán
72,2023-12-23,Ana,Torres
384,2023-08-11,Ana,Torres
873,2023-11-18,Ana,Torres
1065,2025-07-20,Ana,Torres
1168,2024-12-03,Ana,Torres
73,2024-02-07,Sofía,Salazar
309,2023-10-23,Sofía,Salazar
410,2024-09-22,Sofía,Salazar
74,2023-08-17,Luis,Flores
629,2025-07-25,Luis,Flores
755,2023-05-15,Luis,Flores
1054,2024-11-08,Luis,Flores
76,2024-11-20,Luis,Salazar
455,2024-01-13,Luis,Salazar
720,2025-05-21,Luis,Salazar
77,2024-06-28,Luis,Rojas
1080,2023-05-18,Luis,Rojas
78,2023-09-11,María,Torres
135,2024-01-24,María,Torres
1039,2023-03-20,María,Torres
1063,2024-01-23,María,Torres
1076,2025-04-01,María,Torres
1153,2023-07-27,María,Torres
79,2023-10-10,Miguel,Torres
413,2024-07-03,Miguel,Torres
80,2025-01-12,Ana,Torres
362,2023-10-08,Ana,Torres
81,2025-04-08,Daniel,Vargas
167,2023-04-06,Daniel,Vargas
319,2024-04-05,Daniel,Vargas
892,2024-01-03,Daniel,Vargas
1167,2024-05-29,Daniel,Vargas
82,2025-02-23,Elena,Vargas
277,2025-06-23,Elena,Vargas
512,2024-09-26,Elena,Vargas
544,2023-07-26,Elena,Vargas
588,2025-07-03,Elena,Vargas
737,2024-03-20,Elena,Vargas
1068,2024-09-06,Elena,Vargas
1117,2023-06-23,Elena,Vargas
83,2023-01-17,Elena,Rojas
143,2024-07-09,Elena,Rojas
723,2023-07-19,Elena,Rojas
84,2023-04-14,Pedro,García
984,2023-09-14,Pedro,García
86,2023-02-19,Luis,Vargas
282,2024-07-03,Luis,Vargas
87,2024-02-16,Elena,García
1075,2024-12-15,Elena,García
88,2023-08-11,Luis,Vargas
185,2023-12-06,Luis,Vargas
594,2023-09-29,Luis,Vargas
935,2025-01-11,Luis,Vargas
89,2023-02-27,Diego,Torres
124,2023-10-17,Diego,Torres
90,2023-08-28,María,Salazar
876,2024-12-04,María,Salazar
1013,2023-05-18,María,Salazar
91,2024-08-12,Sofía,Flores
586,2023-03-18,Sofía,Flores
863,2025-04-14,Sofía,Flores
92,2025-03-02,Jorge,Torres
93,2023-08-31,Lucía,Salazar
226,2024-09-09,Lucía,Salazar
522,2024-02-02,Lucía,Salazar
824,2023-09-04,Lucía,Salazar
933,2024-01-26,Lucía,Salazar
94,2024-11-07,Camila,Romero
379,2023-03-12,Camila,Romero
968,2023-11-02,Camila,Romero
95,2023-11-04,Camila,Huamán
1093,2024-07-19,Camila,Huamán
96,2024-08-28,Camila,Mendoza
952,2023-03-14,Camila,Mendoza
97,2023-06-29,Pedro,Torres
777,2023-08-01,Pedro,Torres
936,2024-06-13,Pedro,Torres
98,2024-07-23,Jorge,Castro
509,2023-06-26,Jorge,Castro
1089,2024-10-29,Jorge,Castro
99,2023-12-19,Carlos,García
613,2025-02-13,Carlos,García
100,2024-01-26,Valeria,Mendoza
887,2023-02-27,Valeria,Mendoza
943,2024-10-06,Valeria,Mendoza
101,2024-12-14,Sofía,Guzmán
129,2025-07-25,Sofía,Guzmán
445,2023-10-05,Sofía,Guzmán
102,2023-11-04,Carlos,Romero
103,2024-07-04,Elena,Salazar
906,2024-08-25,Elena,Salazar
104,2023-08-19,Carlos,Flores
184,2024-02-03,Carlos,Flores
1016,2025-04-05,Carlos,Flores
1159,2024-05-08,Carlos,Flores
1187,2024-10-07,Carlos,Flores
105,2023-05-28,Pedro,Salazar
556,2024-07-29,Pedro,Salazar
106,2023-03-01,Luis,Vargas
123,2023-09-03,Luis,Vargas
867,2024-12-10,Luis,Vargas
969,2025-03-25,Luis,Vargas
107,2024-03-02,Luis,Guzmán
253,2025-02-09,Luis,Guzmán
565,2024-09-18,Luis,Guzmán
1020,2023-05-30,Luis,Guzmán
108,2024-02-02,Ana,García
378,2024-10-18,Ana,García
751,2023-12-17,Ana,García
870,2023-05-22,Ana,García
109,2023-12-05,Jorge,Mendoza
110,2024-04-05,Elena,Mendoza
1051,2023-07-04,Elena,Mendoza
111,2024-07-02,Miguel,Sánchez
208,2024-09-03,Miguel,Sánchez
467,2023-02-14,Miguel,Sánchez
1145,2024-02-13,Miguel,Sánchez
112,2023-02-22,Lucía,García
115,2024-08-24,Daniel,Flores
734,2025-03-03,Daniel,Flores
1022,2024-05-14,Daniel,Flores
116,2023-08-11,Luis,Huamán
273,2024-03-12,Luis,Huamán
714,2025-02-20,Luis,Huamán
1125,2025-07-25,Luis,Huamán
1130,2023-03-16,Luis,Huamán
1195,2024-07-24,Luis,Huamán
117,2025-07-17,Andrés,Torres
118,2025-07-19,Luis,Guzmán
857,2024-05-31,Luis,Guzmán
1132,2023-09-21,Luis,Guzmán
121,2025-07-25,Luis,Flores
520,2024-07-11,Luis,Flores
600,2023-07-24,Luis,Flores
881,2024-08-19,Luis,Flores
1045,2023-08-04,Luis,Flores
122,2024-12-21,Jorge,Romero
126,2024-01-04,Camila,Vargas
475,2025-05-21,Camila,Vargas
810,2024-11-01,Camila,Vargas
1090,2025-05-25,Camila,Vargas
127,2024-04-22,Sofía,Rojas
432,2024-04-11,Sofía,Rojas
508,2023-01-31,Sofía,Rojas
703,2023-10-30,Sofía,Rojas
128,2024-04-25,Elena,Vargas
155,2023-10-09,Elena,Vargas
130,2024-02-28,Sofía,Salazar
131,2023-08-15,Andrés,Huamán
580,2024-08-14,Andrés,Huamán
680,2025-03-10,Andrés,Huamán
944,2024-12-02,Andrés,Huamán
132,2023-09-25,Andrés,Guzmán
153,2023-01-07,Andrés,Guzmán
133,2024-08-16,Pedro,Castro
480,2023-04-22,Pedro,Castro
527,2023-08-27,Pedro,Castro
991,2023-06-06,Pedro,Castro
136,2024-05-26,Luis,Torres
418,2023-03-30,Luis,Torres
137,2024-12-02,Jorge,Mendoza
934,2023-04-27,Jorge,Mendoza
140,2023-06-22,María,Mendoza
1170,2023-11-20,María,Mendoza
141,2023-06-23,Camila,Flores
537,2024-08-04,Camila,Flores
142,2024-05-15,Camila,Romero
234,2023-07-04,Camila,Romero
316,2023-08-12,Camila,Romero
967,2023-10-30,Camila,Romero
144,2023-03-02,Sofía,Flores
145,2025-05-17,Daniel,Castro
533,2025-05-15,Daniel,Castro
819,2025-04-26,Daniel,Castro
860,2024-08-22,Daniel,Castro
890,2023-03-05,Daniel,Castro
146,2024-11-15,Carlos,Flores
649,2025-03-23,Carlos,Flores
827,2023-08-29,Carlos,Flores
1042,2023-05-02,Carlos,Flores
147,2024-02-27,María,Salazar
221,2024-02-10,María,Salazar
942,2024-10-03,María,Salazar
1085,2024-08-14,María,Salazar
148,2023-08-25,Sofía,Huamán
499,2024-10-22,Sofía,Huamán
1193,2023-04-09,Sofía,Huamán
149,2023-01-10,Pedro,Guzmán
260,2023-12-20,Pedro,Guzmán
150,2024-01-18,Valeria,Romero
358,2023-01-01,Valeria,Romero
837,2023-12-16,Valeria,Romero
151,2024-11-13,Pedro,Torres
169,2023-01-10,Pedro,Torres
835,2023-11-08,Pedro,Torres
1053,2023-01-20,Pedro,Torres
154,2023-01-13,María,Guzmán
383,2024-09-22,María,Guzmán
809,2024-03-27,María,Guzmán
156,2023-01-18,Valeria,Romero
407,2024-10-05,Valeria,Romero
639,2025-06-07,Valeria,Romero
884,2025-06-17,Valeria,Romero
889,2024-11-30,Valeria,Romero
157,2024-11-21,Jorge,Romero
158,2025-07-20,Sofía,Flores
195,2024-01-20,Sofía,Flores
263,2025-01-17,Sofía,Flores
948,2023-03-15,Sofía,Flores
159,2023-04-09,Miguel,Torres
173,2023-02-13,Miguel,Torres
290,2024-09-21,Miguel,Torres
297,2024-10-22,Miguel,Torres
666,2024-01-05,Miguel,Torres
160,2023-07-16,Miguel,Castro
699,2025-07-10,Miguel,Castro
1152,2025-06-12,Miguel,Castro
161,2025-04-14,María,Rojas
241,2024-11-05,María,Rojas
162,2024-02-11,Miguel,García
239,2024-02-23,Miguel,García
254,2024-03-16,Miguel,García
458,2023-09-09,Miguel,García
163,2024-02-20,Ana,Torres
441,2025-05-28,Ana,Torres
1184,2025-01-26,Ana,Torres
164,2024-12-14,Carlos,Guzmán
932,2023-02-10,Carlos,Guzmán
1047,2023-02-14,Carlos,Guzmán
165,2025-04-27,Luis,García
806,2025-06-20,Luis,García
1017,2023-06-19,Luis,García
1103,2024-12-24,Luis,García
168,2024-07-19,Ana,Torres
578,2023-12-26,Ana,Torres
170,2024-05-26,Sofía,Salazar
199,2023-10-02,Sofía,Salazar
411,2023-11-14,Sofía,Salazar
1082,2023-10-18,Sofía,Salazar
172,2023-04-08,Miguel,Sánchez
438,2025-06-02,Miguel,Sánchez
174,2025-06-07,Valeria,Flores
175,2024-05-01,Diego,Guzmán
473,2023-03-05,Diego,Guzmán
636,2024-08-25,Diego,Guzmán
1190,2023-02-18,Diego,Guzmán
176,2023-03-18,Camila,Mendoza
177,2025-07-09,Daniel,Salazar
328,2024-09-03,Daniel,Salazar
525,2023-03-01,Daniel,Salazar
650,2025-05-13,Daniel,Salazar
1040,2023-08-05,Daniel,Salazar
178,2023-02-03,Luis,Huamán
250,2024-11-11,Luis,Huamán
421,2025-01-28,Luis,Huamán
711,2025-06-16,Luis,Huamán
841,2024-01-08,Luis,Huamán
1114,2025-04-03,Luis,Huamán
179,2023-11-19,Camila,Salazar
662,2024-06-20,Camila,Salazar
180,2024-08-24,Miguel,Torres
181,2024-12-30,Elena,Torres
659,2023-02-27,Elena,Torres
1059,2025-02-24,Elena,Torres
1146,2023-12-17,Elena,Torres
186,2023-05-24,Sofía,Guzmán
201,2024-02-03,Sofía,Guzmán
789,2023-04-29,Sofía,Guzmán
894,2024-07-29,Sofía,Guzmán
995,2024-10-18,Sofía,Guzmán
187,2025-01-11,Luis,Rojas
257,2024-08-12,Luis,Rojas
560,2023-10-29,Luis,Rojas
188,2023-12-21,Miguel,Guzmán
647,2024-05-01,Miguel,Guzmán
831,2024-10-31,Miguel,Guzmán
189,2023-08-26,Luis,Rojas
554,2025-03-21,Luis,Rojas
190,2024-09-11,Jorge,Salazar
545,2025-01-04,Jorge,Salazar
1131,2023-04-30,Jorge,Salazar
191,2024-09-01,Jorge,Castro
403,2025-02-27,Jorge,Castro
417,2025-05-16,Jorge,Castro
192,2023-12-01,Sofía,Castro
313,2024-07-10,Sofía,Castro
377,2025-04-12,Sofía,Castro
917,2024-10-02,Sofía,Castro
947,2024-03-21,Sofía,Castro
1073,2024-11-25,Sofía,Castro
193,2025-03-13,María,Vargas
478,2023-08-28,María,Vargas
194,2023-08-22,Camila,Huamán
230,2024-08-12,Camila,Huamán
597,2023-06-07,Camila,Huamán
197,2025-03-01,Camila,Sánchez
211,2025-01-12,Camila,Sánchez
249,2023-04-22,Camila,Sánchez
389,2023-09-12,Camila,Sánchez
198,2023-09-10,Pedro,Flores
237,2023-10-26,Pedro,Flores
517,2024-06-22,Pedro,Flores
532,2024-02-02,Pedro,Flores
799,2023-06-20,Pedro,Flores
897,2024-12-13,Pedro,Flores
200,2025-03-13,Daniel,Huamán
685,2024-12-27,Daniel,Huamán
204,2023-04-15,Andrés,Rojas
206,2024-06-08,Diego,Flores
1095,2024-05-10,Diego,Flores
207,2023-04-02,Daniel,Vargas
523,2023-11-23,Daniel,Vargas
209,2025-06-03,Ana,Guzmán
231,2024-01-21,Ana,Guzmán
283,2023-07-21,Ana,Guzmán
210,2024-02-28,Ana,García
229,2025-01-22,Ana,García
308,2023-02-03,Ana,García
845,2024-07-14,Ana,García
212,2023-09-06,Andrés,Guzmán
213,2024-12-02,Carlos,Torres
214,2023-10-03,Miguel,Rojas
240,2024-10-10,Miguel,Rojas
388,2023-09-11,Miguel,Rojas
702,2025-01-08,Miguel,Rojas
1002,2025-07-01,Miguel,Rojas
1018,2024-04-01,Miguel,Rojas
215,2023-05-30,María,Salazar
456,2025-03-02,María,Salazar
781,2023-06-02,María,Salazar
1157,2024-09-20,María,Salazar
216,2023-10-10,Camila,Vargas
750,2025-06-28,Camila,Vargas
217,2025-03-12,Sofía,Castro
261,2023-04-18,Sofía,Castro
1021,2024-01-03,Sofía,Castro
1094,2023-07-03,Sofía,Castro
218,2023-09-10,Pedro,Guzmán
902,2023-07-27,Pedro,Guzmán
219,2024-08-31,Valeria,Castro
304,2024-02-23,Valeria,Castro
222,2024-01-25,Jorge,Torres
622,2023-05-31,Jorge,Torres
840,2024-09-06,Jorge,Torres
988,2023-03-13,Jorge,Torres
223,2024-03-26,Andrés,Torres
224,2025-04-23,María,Huamán
225,2024-08-31,Jorge,Salazar
470,2025-02-04,Jorge,Salazar
653,2025-01-31,Jorge,Salazar
807,2025-07-02,Jorge,Salazar
1034,2025-07-18,Jorge,Salazar
227,2024-05-05,Pedro,Vargas
453,2023-10-26,Pedro,Vargas
727,2023-12-17,Pedro,Vargas
740,2025-01-18,Pedro,Vargas
875,2023-08-03,Pedro,Vargas
1122,2024-06-14,Pedro,Vargas
232,2024-02-07,Jorge,Salazar
333,2024-02-26,Jorge,Salazar
922,2024-06-01,Jorge,Salazar
961,2024-12-03,Jorge,Salazar
233,2024-07-31,Elena,Guzmán
459,2024-02-24,Elena,Guzmán
982,2024-07-16,Elena,Guzmán
235,2023-01-28,Camila,Torres
494,2023-09-13,Camila,Torres
826,2024-10-20,Camila,Torres
833,2023-01-01,Camila,Torres
983,2023-03-16,Camila,Torres
1124,2023-10-19,Camila,Torres
236,2024-12-26,Luis,Romero
998,2024-04-01,Luis,Romero
238,2025-04-18,Sofía,Mendoza
242,2025-03-19,Valeria,Vargas
686,2025-07-05,Valeria,Vargas
1166,2024-05-04,Valeria,Vargas
243,2024-09-04,Diego,Salazar
244,2024-07-01,Carlos,Mendoza
409,2023-03-26,Carlos,Mendoza
245,2025-06-09,Ana,Guzmán
262,2023-03-29,Ana,Guzmán
412,2023-07-28,Ana,Guzmán
440,2023-06-03,Ana,Guzmán
808,2024-05-14,Ana,Guzmán
247,2024-12-19,Diego,Vargas
363,2023-09-14,Diego,Vargas
1118,2023-09-02,Diego,Vargas
251,2024-09-19,Elena,Vargas
270,2023-04-22,Elena,Vargas
513,2023-10-30,Elena,Vargas
970,2024-01-18,Elena,Vargas
1046,2025-05-03,Elena,Vargas
255,2023-09-22,Ana,Castro
256,2024-06-15,Valeria,Rojas
883,2025-07-04,Valeria,Rojas
1099,2023-08-24,Valeria,Rojas
259,2024-08-25,Ana,Romero
264,2023-12-18,Miguel,Flores
265,2024-06-17,María,Flores
326,2025-04-13,María,Flores
393,2024-06-14,María,Flores
592,2023-07-14,María,Flores
601,2023-06-24,María,Flores
1087,2024-12-05,María,Flores
266,2023-04-10,Pedro,Castro
617,2024-08-09,Pedro,Castro
618,2023-11-03,Pedro,Castro
267,2024-04-08,Sofía,Huamán
487,2024-09-09,Sofía,Huamán
651,2024-12-02,Sofía,Huamán
800,2025-01-13,Sofía,Huamán
268,2023-02-15,María,Romero
710,2025-05-15,María,Romero
872,2025-05-13,María,Romero
1189,2023-09-14,María,Romero
269,2023-01-24,Valeria,Castro
287,2023-12-23,Valeria,Castro
842,2023-04-10,Valeria,Castro
1044,2024-05-08,Valeria,Castro
271,2025-01-28,Ana,Vargas
325,2024-09-22,Ana,Vargas
481,2024-04-05,Ana,Vargas
590,2024-09-13,Ana,Vargas
753,2025-07-17,Ana,Vargas
823,2023-03-18,Ana,Vargas
847,2024-05-19,Ana,Vargas
274,2025-03-27,Sofía,Romero
276,2024-02-10,Daniel,García
507,2025-04-21,Daniel,García
955,2023-11-20,Daniel,García
278,2024-03-15,Luis,Castro
1048,2023-06-14,Luis,Castro
280,2024-12-21,Daniel,Mendoza
281,2024-08-14,Carlos,Romero
1107,2023-09-27,Carlos,Romero
284,2024-11-17,Valeria,Rojas
608,2024-03-26,Valeria,Rojas
1003,2025-01-21,Valeria,Rojas
285,2024-10-16,Elena,Salazar
286,2024-09-17,Miguel,Guzmán
294,2024-03-04,Miguel,Guzmán
864,2024-11-04,Miguel,Guzmán
899,2024-03-02,Miguel,Guzmán
954,2024-04-06,Miguel,Guzmán
292,2023-11-09,Camila,Rojas
295,2024-01-28,Lucía,Torres
1180,2024-12-03,Lucía,Torres
1199,2024-10-27,Lucía,Torres
296,2024-10-12,María,Torres
555,2024-10-26,María,Torres
731,2023-12-07,María,Torres
298,2024-07-22,Carlos,Torres
299,2023-05-24,Diego,Mendoza
300,2024-04-06,Diego,Mendoza
301,2024-01-03,Valeria,Flores
321,2023-05-01,Valeria,Flores
302,2023-05-20,Andrés,Mendoza
305,2024-12-28,Lucía,Huamán
1043,2025-04-10,Lucía,Huamán
307,2025-03-25,Sofía,Guzmán
524,2025-07-06,Sofía,Guzmán
589,2024-03-17,Sofía,Guzmán
1006,2025-04-12,Sofía,Guzmán
314,2024-07-09,Sofía,Mendoza
1011,2024-02-06,Sofía,Mendoza
315,2025-02-17,Luis,Rojas
317,2025-01-23,Elena,Sánchez
375,2023-04-16,Elena,Sánchez
495,2025-04-03,Elena,Sánchez
690,2023-01-08,Elena,Sánchez
893,2024-09-22,Elena,Sánchez
318,2023-09-11,Sofía,Torres
888,2025-03-15,Sofía,Torres
320,2025-04-16,Pedro,Vargas
322,2023-08-03,Lucía,Castro
465,2024-03-05,Lucía,Castro
534,2024-08-29,Lucía,Castro
568,2023-12-22,Lucía,Castro
896,2024-06-07,Lucía,Castro
323,2024-12-06,Pedro,Rojas
386,2025-01-17,Pedro,Rojas
855,2023-05-07,Pedro,Rojas
324,2024-09-16,Ana,Flores
329,2024-12-21,Camila,Mendoza
330,2023-10-01,Luis,Rojas
919,2024-07-17,Luis,Rojas
973,2024-09-02,Luis,Rojas
331,2025-07-10,Daniel,Guzmán
940,2023-03-26,Daniel,Guzmán
332,2023-05-19,Lucía,Flores
368,2023-01-02,Lucía,Flores
471,2024-06-01,Lucía,Flores
816,2024-03-19,Lucía,Flores
334,2025-06-06,Valeria,Vargas
643,2024-02-17,Valeria,Vargas
695,2024-10-17,Valeria,Vargas
696,2023-09-25,Valeria,Vargas
1120,2025-03-09,Valeria,Vargas
335,2025-06-05,Sofía,Flores
765,2023-06-06,Sofía,Flores
846,2023-04-19,Sofía,Flores
946,2025-06-18,Sofía,Flores
336,2024-12-29,Luis,Guzmán
337,2025-02-18,Andrés,Castro
994,2025-03-15,Andrés,Castro
338,2024-05-16,Jorge,Romero
596,2024-08-08,Jorge,Romero
851,2023-08-09,Jorge,Romero
339,2023-10-03,Camila,Salazar
340,2024-04-07,Sofía,Romero
463,2025-05-19,Sofía,Romero
1031,2024-10-31,Sofía,Romero
341,2025-06-20,Carlos,Huamán
396,2023-09-03,Carlos,Huamán
342,2024-06-11,Diego,Flores
701,2024-11-07,Diego,Flores
738,2024-03-15,Diego,Flores
754,2023-01-20,Diego,Flores
832,2024-02-27,Diego,Flores
1128,2024-08-11,Diego,Flores
343,2025-06-17,Pedro,Flores
461,2025-06-17,Pedro,Flores
879,2024-10-14,Pedro,Flores
