customer_id,first_name,last_name,email,city,signup_date
38,Camila,Vargas,camila.vargas.38@example.com,Iquitos,2023-04-19
39,Sofía,Flores,sofía.flores.39@example.com,Iquitos,2024-12-25
40,María,Vargas,maría.vargas.40@example.com,Trujillo,2025-01-21
41,Elena,Mendoza,elena.mendoza.41@example.com,Piura,2024-09-22
42,Diego,Castro,diego.castro.42@example.com,Iquitos,2024-04-21
43,Sofía,Salazar,sofía.salazar.43@example.com,Piura,2023-11-27
44,Camila,Sánchez,camila.sánchez.44@example.com,Arequipa,2023-10-13
45,Andrés,Rojas,andrés.rojas.45@example.com,Cusco,2025-02-07
46,Miguel,Guzmán,miguel.guzmán.46@example.com,Huancayo,2023-12-11
47,Ana,Rojas,ana.rojas.47@example.com,Chiclayo,2023-07-06
48,Miguel,Sánchez,miguel.sánchez.48@example.com,Chiclayo,2025-03-27
49,Lucía,Flores,lucía.flores.49@example.com,Piura,2025-06-20
50,Pedro,Salazar,pedro.salazar.50@example.com,Piura,2024-07-23
51,Ana,Castro,ana.castro.51@example.com,Cusco,2023-03-29
52,Carlos,Salazar,carlos.salazar.52@example.com,Huancayo,2024-05-15
53,Elena,Sánchez,elena.sánchez.53@example.com,Iquitos,2024-10-23
54,Valeria,Rojas,valeria.rojas.54@example.com,Iquitos,2025-03-22
55,Ana,Romero,ana.romero.55@example.com,Piura,2023-08-15
56,Sofía,Salazar,sofía.salazar.56@example.com,Cusco,2023-11-10
57,Daniel,Guzmán,daniel.guzmán.57@example.com,Chiclayo,2024-04-29
58,Elena,Castro,elena.castro.58@example.com,Chiclayo,2024-03-11
59,Valeria,Castro,valeria.castro.59@example.com,Chiclayo,2023-12-27
60,Valeria,Rojas,valeria.rojas.60@example.com,Piura,2023-11-10
61,Lucía,Sánchez,lucía.sánchez.61@example.com,Arequipa,2025-01-08
62,Carlos,Flores,carlos.flores.62@example.com,Arequipa,2025-01-30
63,Elena,Salazar,elena.salazar.63@example.com,Trujillo,2023-07-16
64,Carlos,Salazar,carlos.salazar.64@example.com,Iquitos,2023-10-11
65,Valeria,Guzmán,valeria.guzmán.65@example.com,Piura,2023-04-13
66,Camila,Sánchez,camila.sánchez.66@example.com,Piura,2023-08-21
67,Jorge,Huamán,jorge.huamán.67@example.com,Piura,2023-01-15
68,Valeria,Castro,valeria.castro.68@example.com,Trujillo,2023-10-08
69,Ana,García,ana.garcía.69@example.com,Piura,2024-12-15
70,María,Mendoza,maría.mendoza.70@example.com,Iquitos,2023-04-16
71,Camila,García,camila.garcía.71@example.com,Piura,2024-04-25
72,Miguel,Rojas,miguel.rojas.72@example.com,Chiclayo,2023-07-08
73,Ana,Torres,ana.torres.73@example.com,Iquitos,2023-04-27
74,Camila,Romero,camila.romero.74@example.com,Huancayo,2024-05-18
75,Luis,Guzmán,luis.guzmán.75@example.com,Lima,2023-06-05
76,María,Guzmán,maría.guzmán.76@example.com,Piura,2023-03-29
77,Carlos,Romero,carlos.romero.77@example.com,Huancayo,2024-09-12
78,Pedro,Guzmán,pedro.guzmán.78@example.com,Cusco,2025-03-05
79,Elena,Vargas,elena.vargas.79@example.com,Iquitos,2025-07-19
80,Miguel,Torres,miguel.torres.80@example.com,Huancayo,2023-11-09
81,Pedro,Guzmán,pedro.guzmán.81@example.com,Lima,2024-09-16
82,Valeria,Romero,valeria.romero.82@example.com,Cusco,2024-10-02
83,Carlos,Torres,carlos.torres.83@example.com,Arequipa,2023-06-10
84,Carlos,Huamán,carlos.huamán.84@example.com,Arequipa,2023-06-10
85,Ana,Vargas,ana.vargas.85@example.com,Iquitos,2024-12-06
86,Pedro,Rojas,pedro.rojas.86@example.com,Piura,2023-02-03
87,Carlos,Torres,carlos.torres.87@example.com,Piura,2024-12-20
88,Camila,Rojas,camila.rojas.88@example.com,Arequipa,2024-12-04
89,Carlos,Torres,carlos.torres.89@example.com,Cusco,2024-03-11
90,Luis,Castro,luis.castro.90@example.com,Cusco,2024-10-25
91,María,Torres,maría.torres.91@example.com,Trujillo,2023-03-15
92,Ana,Huamán,ana.huamán.92@example.com,Piura,2024-09-01
93,Valeria,Guzmán,valeria.guzmán.93@example.com,Piura,2024-03-25
94,Luis,Rojas,luis.rojas.94@example.com,Piura,2024-12-17
95,Sofía,Torres,sofía.torres.95@example.com,Iquitos,2024-03-24
96,Luis,Guzmán,luis.guzmán.96@example.com,Lima,2025-06-29
97,Sofía,Salazar,sofía.salazar.97@example.com,Chiclayo,2024-09-10
98,Lucía,García,lucía.garcía.98@example.com,Arequipa,2023-08-23
99,Daniel,Guzmán,daniel.guzmán.99@example.com,Lima,2025-02-22
100,Daniel,Torres,daniel.torres.100@example.com,Lima,2025-02-20
101,Diego,Huamán,diego.huamán.101@example.com,Iquitos,2024-06-15
102,Daniel,Rojas,daniel.rojas.102@example.com,Piura,2023-07-05
103,Pedro,Vargas,pedro.vargas.103@example.com,Iquitos,2023-04-04
104,Miguel,Flores,miguel.flores.104@example.com,Huancayo,2023-12-08
105,Jorge,Mendoza,jorge.mendoza.105@example.com,Arequipa,2025-05-28
106,María,Flores,maría.flores.106@example.com,Huancayo,2024-12-11
107,Miguel,Torres,miguel.torres.107@example.com,Huancayo,2025-04-13
108,Diego,Castro,diego.castro.108@example.com,Lima,2024-04-10
109,Luis,Flores,luis.flores.109@example.com,Piura,2023-11-28
110,Luis,Vargas,luis.vargas.110@example.com,Lima,2024-11-04
111,Camila,Castro,camila.castro.111@example.com,Iquitos,2024-02-28
112,Ana,Sánchez,ana.sánchez.112@example.com,Chiclayo,2024-09-29
113,Diego,Rojas,diego.rojas.113@example.com,Iquitos,2025-02-17
114,Ana,Sánchez,ana.sánchez.114@example.com,Piura,2024-07-16
115,María,Torres,maría.torres.115@example.com,Iquitos,2025-06-20
116,Valeria,Rojas,valeria.rojas.116@example.com,Arequipa,2023-01-30
117,Daniel,Guzmán,daniel.guzmán.117@example.com,Cusco,2024-12-27
118,María,Torres,maría.torres.118@example.com,Lima,2024-07-19
119,Sofía,Romero,sofía.romero.119@example.com,Cusco,2025-05-11
120,Andrés,Romero,andrés.romero.120@example.com,Iquitos,2023-05-01
121,Daniel,Huamán,daniel.huamán.121@example.com,Iquitos,2025-01-03
122,Lucía,Castro,lucía.castro.122@example.com,Piura,2024-03-01
123,Camila,Rojas,camila.rojas.123@example.com,Iquitos,2023-09-07
124,Miguel,Castro,miguel.castro.124@example.com,Trujillo,2024-01-28
125,Carlos,Guzmán,carlos.guzmán.125@example.com,Trujillo,2025-06-03
126,Luis,Torres,luis.torres.126@example.com,Huancayo,2023-12-15
127,Andrés,Castro,andrés.castro.127@example.com,Piura,2025-04-20
128,Ana,Torres,ana.torres.128@example.com,Piura,2025-05-07
129,Pedro,Guzmán,pedro.guzmán.129@example.com,Iquitos,2025-06-05
130,María,Rojas,maría.rojas.130@example.com,Iquitos,2023-12-20
131,Jorge,Castro,jorge.castro.131@example.com,Huancayo,2024-04-11
132,Andrés,Flores,andrés.flores.132@example.com,Cusco,2024-12-15
133,Carlos,Guzmán,carlos.guzmán.133@example.com,Huancayo,2023-08-28
134,Camila,Vargas,camila.vargas.134@example.com,Lima,2023-11-22
135,Valeria,Rojas,valeria.rojas.135@example.com,Huancayo,2024-01-31
136,Daniel,Mendoza,daniel.mendoza.136@example.com,Trujillo,2024-05-22
137,Ana,Huamán,ana.huamán.137@example.com,Chiclayo,2025-06-09
138,Luis,Rojas,luis.rojas.138@example.com,Arequipa,2024-06-22
139,Andrés,Rojas,andrés.rojas.139@example.com,Lima,2025-01-09
140,María,Vargas,maría.vargas.140@example.com,Trujillo,2023-03-18
141,Miguel,Torres,miguel.torres.141@example.com,Chiclayo,2024-09-30
142,Valeria,Vargas,valeria.vargas.142@example.com,Arequipa,2025-05-22
143,Jorge,Mendoza,jorge.mendoza.143@example.com,Huancayo,2023-11-21
144,Daniel,Salazar,daniel.salazar.144@example.com,Iquitos,2025-06-12
145,Elena,García,elena.garcía.145@example.com,Arequipa,2023-08-29
146,Daniel,Mendoza,daniel.mendoza.146@example.com,Piura,2023-08-21
147,Valeria,Romero,valeria.romero.147@example.com,Huancayo,2023-04-11
148,Diego,Mendoza,diego.mendoza.148@example.com,Arequipa,2024-03-30
149,María,Salazar,maría.salazar.149@example.com,Piura,2025-07-14
150,Ana,García,ana.garcía.150@example.com,Chiclayo,2025-03-26
151,Ana,Torres,ana.torres.151@example.com,Chiclayo,2024-01-19
152,Sofía,Huamán,sofía.huamán.152@example.com,Cusco,2024-06-27
153,Sofía,Guzmán,sofía.guzmán.153@example.com,Trujillo,2023-06-24
154,María,Romero,maría.romero.154@example.com,Huancayo,2024-09-26
155,Daniel,Sánchez,daniel.sánchez.155@example.com,Iquitos,2025-07-23
156,Pedro,Huamán,pedro.huamán.156@example.com,Cusco,2024-04-17
157,Daniel,Torres,daniel.torres.157@example.com,Iquitos,2023-09-19
158,Daniel,García,daniel.garcía.158@example.com,Iquitos,2025-07-11
159,Lucía,Mendoza,lucía.mendoza.159@example.com,Trujillo,2023-03-17
160,Miguel,Flores,miguel.flores.160@example.com,Piura,2024-10-16
161,Sofía,Salazar,sofía.salazar.161@example.com,Piura,2024-04-12
162,Camila,Torres,camila.torres.162@example.com,Cusco,2024-01-29
163,Camila,Rojas,camila.rojas.163@example.com,Arequipa,2023-08-31
164,Sofía,Guzmán,sofía.guzmán.164@example.com,Chiclayo,2024-08-11
165,Lucía,Salazar,lucía.salazar.165@example.com,Piura,2023-01-23
166,Camila,Mendoza,camila.mendoza.166@example.com,Huancayo,2023-10-09
167,Ana,Guzmán,ana.guzmán.167@example.com,Lima,2025-07-21
168,Pedro,Salazar,pedro.salazar.168@example.com,Iquitos,2025-05-02
169,Andrés,Torres,andrés.torres.169@example.com,Cusco,2024-09-13
170,Diego,Flores,diego.flores.170@example.com,Cusco,2024-10-13
171,Carlos,Guzmán,carlos.guzmán.171@example.com,Piura,2024-11-25
172,Diego,Salazar,diego.salazar.172@example.com,Trujillo,2024-10-05
173,Luis,Mendoza,luis.mendoza.173@example.com,Lima,2023-11-13
174,Diego,Rojas,diego.rojas.174@example.com,Lima,2024-08-16
175,Jorge,Salazar,jorge.salazar.175@example.com,Trujillo,2023-04-03
176,Andrés,Torres,andrés.torres.176@example.com,Chiclayo,2025-02-04
177,Sofía,Huamán,sofía.huamán.177@example.com,Cusco,2023-05-16
178,Diego,Castro,diego.castro.178@example.com,Chiclayo,2024-06-27
179,Elena,Torres,elena.torres.179@example.com,Trujillo,2023-09-21
180,Andrés,Rojas,andrés.rojas.180@example.com,Piura,2025-02-03
181,Camila,Flores,camila.flores.181@example.com,Arequipa,2024-04-24
182,Luis,Huamán,luis.huamán.182@example.com,Cusco,2025-05-30
183,Daniel,Salazar,daniel.salazar.183@example.com,Huancayo,2025-05-16
184,Diego,Castro,diego.castro.184@example.com,Chiclayo,2023-04-03
185,Diego,Vargas,diego.vargas.185@example.com,Lima,2023-09-28
186,Elena,Romero,elena.romero.186@example.com,Iquitos,2024-01-13
187,Daniel,Salazar,daniel.salazar.187@example.com,Piura,2024-08-21
188,Sofía,Mendoza,sofía.mendoza.188@example.com,Chiclayo,2023-04-21
189,Daniel,Sánchez,daniel.sánchez.189@example.com,Iquitos,2023-01-26
190,Pedro,Castro,pedro.castro.190@example.com,Chiclayo,2025-07-26
191,Pedro,Sánchez,pedro.sánchez.191@example.com,Arequipa,2024-10-12
192,Camila,Rojas,camila.rojas.192@example.com,Piura,2024-10-26
193,Sofía,Romero,sofía.romero.193@example.com,Trujillo,2023-02-16
194,Ana,Torres,ana.torres.194@example.com,Iquitos,2023-04-29
195,Luis,Sánchez,luis.sánchez.195@example.com,Trujillo,2024-02-02
196,Miguel,Flores,miguel.flores.196@example.com,Huancayo,2024-08-24
197,Valeria,Salazar,valeria.salazar.197@example.com,Trujillo,2025-06-25
198,Sofía,Mendoza,sofía.mendoza.198@example.com,Arequipa,2025-05-03
199,Miguel,Guzmán,miguel.guzmán.199@example.com,Huancayo,2023-10-14
200,Ana,Salazar,ana.salazar.200@example.com,Chiclayo,2023-08-11
201,Miguel,Rojas,miguel.rojas.201@example.com,Cusco,2025-05-25
202,Jorge,Romero,jorge.romero.202@example.com,Chiclayo,2024-07-11
203,Andrés,Mendoza,andrés.mendoza.203@example.com,Chiclayo,2023-03-04
204,Sofía,Torres,sofía.torres.204@example.com,Cusco,2023-05-06
205,Camila,Rojas,camila.rojas.205@example.com,Arequipa,2024-11-09
206,Carlos,Mendoza,carlos.mendoza.206@example.com,Lima,2023-02-21
207,Diego,Flores,diego.flores.207@example.com,Cusco,2023-05-09
208,Diego,Guzmán,diego.guzmán.208@example.com,Cusco,2023-03-12
209,Camila,Castro,camila.castro.209@example.com,Cusco,2024-08-23
210,Carlos,Sánchez,carlos.sánchez.210@example.com,Chiclayo,2025-03-03
211,María,Guzmán,maría.guzmán.211@example.com,Lima,2023-10-11
212,Camila,Huamán,camila.huamán.212@example.com,Trujillo,2024-07-07
213,Lucía,Huamán,lucía.huamán.213@example.com,Arequipa,2024-11-07
214,Camila,García,camila.garcía.214@example.com,Trujillo,2023-01-16
215,Jorge,Sánchez,jorge.sánchez.215@example.com,Chiclayo,2023-01-17
216,María,Torres,maría.torres.216@example.com,Lima,2023-05-10
217,Valeria,Vargas,valeria.vargas.217@example.com,Arequipa,2025-02-02
218,Luis,Rojas,luis.rojas.218@example.com,Iquitos,2025-03-07
219,Jorge,Castro,jorge.castro.219@example.com,Arequipa,2024-04-07
220,Elena,Sánchez,elena.sánchez.220@example.com,Lima,2025-01-14
221,Diego,Mendoza,diego.mendoza.221@example.com,Piura,2024-04-14
222,Daniel,García,daniel.garcía.222@example.com,Lima,2024-05-05
223,Camila,Vargas,camila.vargas.223@example.com,Huancayo,2024-12-03
224,Luis,Rojas,luis.rojas.224@example.com,Iquitos,2023-03-17
225,Andrés,Romero,andrés.romero.225@example.com,Chiclayo,2024-09-14
226,María,Romero,maría.romero.226@example.com,Trujillo,2023-10-09
227,Pedro,Mendoza,pedro.mendoza.227@example.com,Chiclayo,2024-01-26
228,Pedro,Castro,pedro.castro.228@example.com,Piura,2024-04-09
229,Elena,Guzmán,elena.guzmán.229@example.com,Huancayo,2023-04-12
230,Diego,Salazar,diego.salazar.230@example.com,Arequipa,2025-05-23
231,Daniel,Mendoza,daniel.mendoza.231@example.com,Cusco,2024-03-16
232,Miguel,Sánchez,miguel.sánchez.232@example.com,Huancayo,2023-12-14
233,Camila,Rojas,camila.rojas.233@example.com,Huancayo,2024-03-01
234,Valeria,Romero,valeria.romero.234@example.com,Chiclayo,2024-03-13
235,Jorge,Mendoza,jorge.mendoza.235@example.com,Piura,2024-01-19
236,María,Mendoza,maría.mendoza.236@example.com,Iquitos,2023-03-10
237,Luis,Romero,luis.romero.237@example.com,Arequipa,2024-03-18
238,Luis,Salazar,luis.salazar.238@example.com,Chiclayo,2025-04-11
239,María,Castro,maría.castro.239@example.com,Lima,2024-08-23
240,Elena,Castro,elena.castro.240@example.com,Chiclayo,2024-11-17
241,Luis,Vargas,luis.vargas.241@example.com,Chiclayo,2025-06-13
242,Daniel,Vargas,daniel.vargas.242@example.com,Lima,2023-10-22
243,Pedro,Torres,pedro.torres.243@example.com,Chiclayo,2023-04-17
244,Pedro,Castro,pedro.castro.244@example.com,Cusco,2023-06-08
245,Daniel,Rojas,daniel.rojas.245@example.com,Cusco,2025-05-17
246,Luis,Flores,luis.flores.246@example.com,Chiclayo,2023-04-28
247,Diego,Torres,diego.torres.247@example.com,Cusco,2025-04-06
248,Sofía,Castro,sofía.castro.248@example.com,Lima,2024-09-15
249,Andrés,Mendoza,andrés.mendoza.249@example.com,Piura,2023-01-30
250,María,Torres,maría.torres.250@example.com,Piura,2025-08-01
251,Jorge,Flores,jorge.flores.251@example.com,Lima,2023-07-05
252,Camila,Huamán,camila.huamán.252@example.com,Huancayo,2023-03-13
253,María,Salazar,maría.salazar.253@example.com,Lima,2023-04-04
254,Valeria,Castro,valeria.castro.254@example.com,Cusco,2024-01-21
255,Sofía,Rojas,sofía.rojas.255@example.com,Chiclayo,2023-06-11
256,Jorge,Torres,jorge.torres.256@example.com,Chiclayo,2025-03-06
257,Pedro,Guzmán,pedro.guzmán.257@example.com,Arequipa,2025-06-23
258,Ana,Huamán,ana.huamán.258@example.com,Trujillo,2025-02-11
259,Pedro,García,pedro.garcía.259@example.com,Arequipa,2023-10-06
260,Miguel,Mendoza,miguel.mendoza.260@example.com,Huancayo,2024-05-12
261,Pedro,Rojas,pedro.rojas.261@example.com,Huancayo,2023-10-07
262,Carlos,Castro,carlos.castro.262@example.com,Arequipa,2023-12-20
263,Sofía,Romero,sofía.romero.263@example.com,Piura,2024-11-25
264,Daniel,Guzmán,daniel.guzmán.264@example.com,Iquitos,2024-06-23
265,Daniel,Torres,daniel.torres.265@example.com,Lima,2023-08-14
266,Sofía,Guzmán,sofía.guzmán.266@example.com,Lima,2023-01-08
267,Carlos,Torres,carlos.torres.267@example.com,Cusco,2025-02-24
268,María,Torres,maría.torres.268@example.com,Piura,2023-12-02
269,Luis,García,luis.garcía.269@example.com,Iquitos,2025-02-03
270,Sofía,Huamán,sofía.huamán.270@example.com,Trujillo,2024-01-25
271,Elena,Salazar,elena.salazar.271@example.com,Cusco,2024-05-27
272,Elena,Mendoza,elena.mendoza.272@example.com,Chiclayo,2023-03-15
273,Sofía,Salazar,sofía.salazar.273@example.com,Lima,2024-03-22
274,Ana,Rojas,ana.rojas.274@example.com,Arequipa,2025-06-01
275,Jorge,Guzmán,jorge.guzmán.275@example.com,Huancayo,2024-08-10
276,Sofía,Salazar,sofía.salazar.276@example.com,Huancayo,2023-10-24
277,Luis,Vargas,luis.vargas.277@example.com,Lima,2023-11-29
278,María,Guzmán,maría.guzmán.278@example.com,Iquitos,2025-05-01
279,Valeria,Flores,valeria.flores.279@example.com,Arequipa,2024-03-23
280,Camila,Romero,camila.romero.280@example.com,Cusco,2024-03-22
281,Pedro,Vargas,pedro.vargas.281@example.com,Arequipa,2024-02-10
282,Camila,Torres,camila.torres.282@example.com,Chiclayo,2023-08-15
283,Jorge,Huamán,jorge.huamán.283@example.com,Arequipa,2024-06-06
284,Daniel,Romero,daniel.romero.284@example.com,Cusco,2025-07-16
285,Diego,Flores,diego.flores.285@example.com,Chiclayo,2025-01-14
286,Camila,Mendoza,camila.mendoza.286@example.com,Trujillo,2023-08-30
287,Luis,Huamán,luis.huamán.287@example.com,Piura,2023-07-22
288,María,Guzmán,maría.guzmán.288@example.com,Trujillo,2025-02-17
289,Diego,Mendoza,diego.mendoza.289@example.com,Arequipa,2023-07-01
290,Diego,Mendoza,diego.mendoza.290@example.com,Iquitos,2024-04-20
291,Diego,Guzmán,diego.guzmán.291@example.com,Iquitos,2024-11-28
292,Andrés,Guzmán,andrés.guzmán.292@example.com,Chiclayo,2025-06-03
293,Daniel,Flores,daniel.flores.293@example.com,Trujillo,2024-03-26
294,Luis,Rojas,luis.rojas.294@example.com,Iquitos,2024-10-08
295,Lucía,Torres,lucía.torres.295@example.com,Lima,2023-12-27
296,Elena,Romero,elena.romero.296@example.com,Piura,2024-04-17
297,Miguel,García,miguel.garcía.297@example.com,Lima,2024-01-13
298,Camila,Torres,camila.torres.298@example.com,Arequipa,2024-10-22
299,Camila,Romero,camila.romero.299@example.com,Huancayo,2024-04-18
300,Pedro,Castro,pedro.castro.300@example.com,Lima,2024-04-05
301,Andrés,Guzmán,andrés.guzmán.301@example.com,Cusco,2023-11-26
302,Pedro,Rojas,pedro.rojas.302@example.com,Trujillo,2023-03-05
303,Miguel,Romero,miguel.romero.303@example.com,Chiclayo,2025-01-01
304,Luis,Castro,luis.castro.304@example.com,Trujillo,2023-02-10
305,Carlos,Salazar,carlos.salazar.305@example.com,Iquitos,2024-03-25
306,Elena,Castro,elena.castro.306@example.com,Trujillo,2024-01-08
307,Jorge,Torres,jorge.torres.307@example.com,Huancayo,2024-02-23
308,Diego,Flores,diego.flores.308@example.com,Lima,2025-03-19
309,Daniel,Mendoza,daniel.mendoza.309@example.com,Chiclayo,2023-03-09
310,Jorge,Romero,jorge.romero.310@example.com,Huancayo,2023-10-18
311,Lucía,Salazar,lucía.salazar.311@example.com,Trujillo,2023-12-08
312,Luis,Guzmán,luis.guzmán.312@example.com,Trujillo,2025-07-27
313,Jorge,Torres,jorge.torres.313@example.com,Huancayo,2023-05-13
314,Pedro,Salazar,pedro.salazar.314@example.com,Arequipa,2023-11-14
315,Elena,Vargas,elena.vargas.315@example.com,Chiclayo,2025-04-12
316,María,Mendoza,maría.mendoza.316@example.com,Arequipa,2024-10-23
317,Daniel,Vargas,daniel.vargas.317@example.com,Chiclayo,2023-01-19
318,Jorge,Torres,jorge.torres.318@example.com,Trujillo,2023-08-08
319,Jorge,Rojas,jorge.rojas.319@example.com,Cusco,2023-08-20
320,María,Huamán,maría.huamán.320@example.com,Arequipa,2023-10-30
321,Camila,Romero,camila.romero.321@example.com,Lima,2024-11-08
322,Jorge,Guzmán,jorge.guzmán.322@example.com,Trujillo,2024-09-03
323,Sofía,Huamán,sofía.huamán.323@example.com,Trujillo,2023-07-05
324,Camila,Salazar,camila.salazar.324@example.com,Trujillo,2025-01-08
325,Miguel,García,miguel.garcía.325@example.com,Huancayo,2024-01-09
326,Daniel,Salazar,daniel.salazar.326@example.com,Cusco,2024-03-30
327,Pedro,Torres,pedro.torres.327@example.com,Iquitos,2023-08-28
328,Elena,Sánchez,elena.sánchez.328@example.com,Piura,2025-04-08
329,Diego,Rojas,diego.rojas.329@example.com,Cusco,2024-01-12
330,Daniel,Guzmán,daniel.guzmán.330@example.com,Iquitos,2024-04-17
331,Diego,Torres,diego.torres.331@example.com,Huancayo,2024-05-29
332,Elena,Vargas,elena.vargas.332@example.com,Trujillo,2025-04-16
333,Carlos,Guzmán,carlos.guzmán.333@example.com,Trujillo,2025-06-12
334,Lucía,García,lucía.garcía.334@example.com,Iquitos,2025-06-14
335,Jorge,Castro,jorge.castro.335@example.com,Arequipa,2024-12-29
336,Camila,Castro,camila.castro.336@example.com,Arequipa,2023-10-19
337,Luis,Huamán,luis.huamán.337@example.com,Piura,2024-04-05
338,Andrés,Castro,andrés.castro.338@example.com,Trujillo,2025-04-30
339,Sofía,Romero,sofía.romero.339@example.com,Cusco,2025-04-16
340,Miguel,Flores,miguel.flores.340@example.com,Lima,2024-02-29
341,Ana,Vargas,ana.vargas.341@example.com,Chiclayo,2023-08-30
342,Sofía,Romero,sofía.romero.342@example.com,Chiclayo,2023-08-18
343,Ana,Flores,ana.flores.343@example.com,Arequipa,2025-05-09
344,Valeria,Mendoza,valeria.mendoza.344@example.com,Chiclayo,2025-03-21
345,María,Huamán,maría.huamán.345@example.com,Lima,2023-10-21
346,Andrés,Rojas,andrés.rojas.346@example.com,Trujillo,2025-02-16
347,Valeria,Rojas,valeria.rojas.347@example.com,Iquitos,2024-09-22
348,Ana,Romero,ana.romero.348@example.com,Lima,2023-09-20
349,Carlos,Huamán,carlos.huamán.349@example.com,Huancayo,2023-04-24
350,Diego,Torres,diego.torres.350@example.com,Cusco,2023-11-05
351,Luis,García,luis.garcía.351@example.com,Cusco,2024-03-05
352,Daniel,Guzmán,daniel.guzmán.352@example.com,Iquitos,2023-03-06
353,Luis,Rojas,luis.rojas.353@example.com,Lima,2024-10-09
354,Elena,Guzmán,elena.guzmán.354@example.com,Cusco,2025-01-05
355,María,Torres,maría.torres.355@example.com,Huancayo,2023-01-02
356,Pedro,Flores,pedro.flores.356@example.com,Cusco,2024-08-07
357,Sofía,Huamán,sofía.huamán.357@example.com,Arequipa,2024-06-20
358,Jorge,Romero,jorge.romero.358@example.com,Lima,2024-02-04
359,Camila,Rojas,camila.rojas.359@example.com,Lima,2024-10-12
360,Sofía,Flores,sofía.flores.360@example.com,Piura,2025-02-04
361,Ana,Flores,ana.flores.361@example.com,Arequipa,2023-12-20
362,Carlos,Salazar,carlos.salazar.362@example.com,Arequipa,2025-03-01
363,Pedro,Salazar,pedro.salazar.363@example.com,Chiclayo,2023-05-17
364,Ana,Flores,ana.flores.364@example.com,Chiclayo,2025-04-13
365,Daniel,Huamán,daniel.huamán.365@example.com,Iquitos,2024-12-13
366,Miguel,Mendoza,miguel.mendoza.366@example.com,Trujillo,2025-04-10
367,María,Romero,maría.romero.367@example.com,Iquitos,2023-02-07
368,Lucía,Sánchez,lucía.sánchez.368@example.com,Lima,2025-03-21
369,Carlos,García,carlos.garcía.369@example.com,Chiclayo,2023-11-14
370,Elena,Vargas,elena.vargas.370@example.com,Iquitos,2023-09-17
371,Ana,Mendoza,ana.mendoza.371@example.com,Cusco,2023-10-20
372,Jorge,García,jorge.garcía.372@example.com,Chiclayo,2023-10-07
373,Luis,Flores,luis.flores.373@example.com,Huancayo,2025-06-29
374,Sofía,Salazar,sofía.salazar.374@example.com,Iquitos,2025-07-05
375,Sofía,Flores,sofía.flores.375@example.com,Trujillo,2024-05-23
376,Valeria,Rojas,valeria.rojas.376@example.com,Chiclayo,2025-08-04
